County,ZipCode,Child Well Being Index,"High School, College & Career Readiness",High School Graduation Rate,Students Exceeding 3rd Grade Reading Level,Students Exceeding 8th Grade Math Level,Chilren Without Health Insurance,Low Birth Weights,Children in Poverty,Families Not Financially Stable,Families w/ Housing Cost Burden,Births to Moms w/o High School Diploma,Parents Enrolled in Post Secondary Education,Adults w/o High School Diploma,Adults w/o Health Insurance,Unemployment Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb,30307,72.5,65.5,76.8,72.5,38.1,14.2,8.5,16.2,12.4,40.9,4.9,73.7,3.5,10.6,6.8,508,571,516,223,234,262,5.9,9.4,2.3,18.3,8.6,17.6,5.5,23.1,12.8,1056,1741,493,5529,1827,3289,1828,5117,3701,4.6,14.7,8.3,1.1,1.5,3.3,449467,502662,39184,3514,1619,1245,336,75.7,7.2,9.2,6.2,1.8,3054,977,52.5,47.5,55.2,70.8,20638,5117,60.2,74.1,79.6,Q5: V.High Perf
DeKalb,30316,37.8,48.9,57.8,20.2,9.6,12.3,10.5,36.2,43.9,42.7,15.9,54.7,17.2,24.8,14.2,806,994,964,224,375,414,6.6,9.3,3.0,11.9,10.3,18.9,3.1,22.0,8.8,836,1189,425,1492,1236,2451,406,2857,1085,6.7,67.0,1.0,3.2,2.0,6.4,119321,238125,102074,2659,1309,562,556,77.2,7.8,11.5,3.5,0.1,1912,672,54.7,45.3,57.3,83.7,12388,2857,23.4,53.1,42.4,Q2: Low Perf
DeKalb,30317,45.4,55.2,61.7,23.2,13.6,10.8,10.2,25.2,38.2,42.1,10.9,61.4,14.9,20.9,16.3,1280,1052,1072,385,313,346,7.4,9.6,3.4,7.8,11.8,20.4,1.5,21.9,6.3,1689,2132,689,1706,2595,4511,365,4876,1341,5.4,62.5,1.0,1.3,2.0,3.3,242315,455412,172143,4538,2162,1107,807,84.3,7.2,6.0,2.4,0.0,4102,1224,63.4,36.6,57.9,83.1,21794,4876,32.2,59.0,48.3,Q2: Low Perf
DeKalb,30319,62.0,75.7,71.5,49.1,34.0,12.8,8.2,25.4,26.5,33.2,18.9,72.3,12.3,24.6,6.5,1973,2231,2210,914,875,905,9.7,10.4,1.6,7.4,7.1,21.7,0.3,22.0,7.1,3855,4229,757,3059,2939,8841,48,8889,3011,7.7,8.0,4.4,8.9,1.3,27.0,719076,767140,420682,8198,3906,3206,504,84.3,6.8,5.5,2.9,0.5,6892,2033,53.7,46.3,61.8,76.6,39894,8889,55.6,64.7,65.8,Q5: V.High Perf
DeKalb,30324,58.7,66.0,61.6,26.5,20.5,12.9,8.2,36.0,21.8,36.3,10.7,59.3,6.8,11.0,7.7,139,363,673,49,88,243,8.7,7.0,2.0,10.7,8.3,17.7,-4.5,13.2,15.1,701,551,165,854,674,1417,-362,1055,1216,8.8,13.2,5.4,4.4,5.9,13.0,139663,153594,94858,1560,612,509,85,78.4,6.2,6.8,5.4,3.2,1565,581,51.0,49.0,59.3,87.0,8087,1055,38.5,69.6,66.9,Q2: Low Perf
DeKalb,30329,49.7,68.1,66.8,40.4,24.7,10.1,7.5,31.3,37.5,42.7,21.9,68.0,15.6,33.6,8.7,309,611,1134,153,219,456,8.3,11.1,1.5,11.9,8.0,20.9,3.6,24.5,8.2,1169,1469,232,1625,1100,2870,394,3264,1231,8.7,17.8,9.2,12.2,2.5,32.0,130246,183453,107076,2501,1194,852,250,77.9,10.1,6.6,3.5,1.9,1130,515,29.3,70.7,45.6,69.1,13479,3264,48.2,51.6,53.8,Q1: V.Low Perf
DeKalb,30338,80.6,73.6,78.6,72.8,32.4,6.8,9.6,11.6,11.2,29.0,3.2,81.2,3.0,9.2,6.8,457,793,701,124,99,127,6.2,14.2,2.8,4.7,14.7,23.1,1.4,24.5,3.4,2372,5270,1009,1860,5275,8652,404,9056,1455,5.2,9.0,13.1,0.6,1.9,4.7,668608,681316,272574,9450,4569,3986,401,85.9,4.0,5.8,2.7,1.5,6394,2966,65.8,34.2,60.6,85.8,38076,9056,65.4,83.8,85.7,Q5: V.High Perf
DeKalb,30340,27.3,71.5,66.1,29.0,25.8,23.7,8.2,41.1,59.1,52.2,42.6,68.4,37.3,59.5,10.0,2634,2579,2968,1088,918,988,9.4,13.3,2.6,10.3,3.7,25.3,2.0,27.3,8.3,2227,3200,618,2465,1034,6045,429,6474,2036,10.4,25.8,6.3,13.8,2.3,52.4,172535,187540,127860,4400,2666,1370,960,79.7,11.9,4.5,2.8,1.1,1293,465,19.4,80.6,45.2,80.6,23551,6474,37.3,26.7,31.2,Q1: V.Low Perf
DeKalb,30341,58.6,70.5,68.7,45.7,28.1,10.8,7.3,27.7,25.1,35.8,20.7,73.4,15.0,26.8,7.6,1868,2117,2988,1055,1046,1069,7.5,10.2,3.0,7.4,13.3,20.6,1.6,22.2,5.8,3782,5305,1506,3725,7092,10593,830,11423,2895,7.1,13.9,11.2,5.2,1.8,21.5,661613,738003,596404,11864,5752,4152,919,83.8,8.4,4.4,2.0,1.4,8772,3767,58.0,42.0,51.1,86.0,51496,11423,52.4,62.1,62.4,Q3: Aver Perf
DeKalb,30345,56.4,69.9,62.3,40.6,22.1,10.3,7.9,32.1,25.5,24.0,23.2,63.7,14.7,31.6,7.1,249,696,614,93,472,450,13.5,10.2,2.5,10.6,10.4,26.1,-0.7,25.4,11.2,891,650,160,703,655,1701,-49,1652,752,10.1,18.7,5.0,7.8,0.8,27.6,171392,166411,171708,1354,708,560,132,85.0,3.8,7.0,3.5,0.9,939,427,52.9,47.1,48.9,85.8,6500,1652,46.0,68.7,54.3,Q1: V.Low Perf
DeKalb,30360,47.7,73.6,78.4,47.6,32.2,15.1,7.9,31.7,40.6,41.9,27.0,81.1,24.6,43.4,12.3,1185,1379,1519,516,629,652,11.1,16.5,2.4,8.6,7.4,30.1,-1.9,28.1,10.5,1389,2021,344,1178,772,3753,-180,3573,1359,10.3,14.8,11.0,8.6,2.7,33.9,153367,174774,113108,2775,1667,1024,438,81.8,6.4,8.7,2.2,0.9,1241,402,42.6,57.4,59.5,84.4,12418,3573,54.5,47.7,47.1,Q4: High Perf
